Avg._Area_Income,Avg._Area_House_Age,Avg._Area_Number_of_Rooms,Avg._Area_Number_of_Bedrooms,Area_Population,Price,Address,Price_per_Bedroom
65142.76,7.81,6.7,4.47,42574.66,1443228.29,"56438 Swanson Pine Apt. 589
East Ralph, ME 69500-6236",322869.86
53641.31,4.51,7.73,5.4,36472.18,616056.96,"5215 Robert Circles
Paulfort, AR 94686",114084.62
55716.54,5.04,5.62,4.17,42051.3,809057.46,"25009 Erik Junction
Curtismouth, MP 58591-5659",194018.58
68267.5,5.91,6.8,4.1,35935.5,1383938.37,"7609 Morse Trail
South Cody, AZ 06438",337545.94
83444.99,5.31,6.03,2.43,44807.99,1514555.08,"2452 Holly Forge
Jonesville, FL 71030-2432",623273.7
76609.92,3.77,6.7,3.21,55430.31,1214689.18,"624 Alyssa Plains Apt. 752
New Charlesstad, DC 55271-6451",378407.84
78685.84,7.02,7.37,5.14,34767.79,1672445.35,"495 Hill Green
East Kyle, SC 87017",325378.47
86232.6,4.28,8.92,6.44,38437.36,1496776.83,"Unit 8468 Box 1021
DPO AA 81950-7765",232418.76
75867.23,6.59,6.76,3.11,32319.55,1408427.76,"5425 Alvarado Stravenue Suite 664
Lindseymouth, PA 50595",452870.66
73428.35,6.54,7.12,6.49,42332.3,1447492.96,"20495 Melissa Gardens Suite 101
North Laura, CO 17542-6982",223034.35
74994.86,5.09,7.45,3.13,41651.65,1301486.69,"9972 Frank Stream
Lake Jasmine, WY 31336-2690",415810.44
58779.09,8.19,7.27,6.19,38936.04,1472809.49,"501 West Divide
Port Michelle, TX 06963-2825",237933.68
49756.61,5.79,8.35,6.11,44877.44,975384.18,"3660 Nicole Flat
Landryburgh, DE 79241",159637.35
71135.39,6.47,7.83,3.26,15441.83,1088699.4,"69116 Webster Fields
West Alisonview, MH 37273-4393",333956.87
82919.89,5.78,5.9,3.17,44985.26,1527676.37,"204 Arias Grove Apt. 165
Barbarafurt, AZ 60551-8117",481916.84
59492.14,4.39,7.92,6.01,46608.27,1078534.55,"8614 Anthony Knolls Apt. 406
Davidsonview, NE 45957-8349",179456.66
70363.58,7.22,6.01,2.36,22201.13,1054249.21,"PSC 5623, Box 7679
APO AP 93864",446715.77
70946.91,6.55,5.3,3.04,41818.59,1214262.7,"49059 Peters Glen
East Debbieburgh, CT 93304-2440",399428.52
78646.31,4.08,7.77,4.4,17551.71,920951.57,"599 Vanessa Springs
West Kaitlinton, CA 56383-3070",209307.17
73273.33,6.29,6.5,4.18,36790.91,1132983.96,"03779 Ashlee Mount Apt. 453
South Timothymouth, PR 42283",271048.79
84115.12,7.86,6.68,4.25,21776.73,1731564.38,"2564 Jeremy Parkway Suite 094
Port Eric, IA 39750-1691",407426.91
79433.28,5.12,6.23,2.47,40077.75,1236633.09,"55398 Lawrence Drive
Port Teresafurt, MO 40683",500661.17
69647.71,6.15,6.71,2.24,41612.17,1473680.6,"9923 Misty Lock
West Jason, SD 47423-5014",657893.12
79639.0,6.41,8.5,3.44,37129.97,1852584.52,"457 Park Locks Apt. 056
North Tracey, DE 03303",538542.01
76856.3,5.51,6.47,4.38,29382.09,1254938.14,"7670 Richard Branch
Aimeeburgh, OK 15281",286515.56
82199.35,6.65,7.26,5.08,33609.25,1638661.43,"471 David Corners
Kennethburgh, WA 92120",322571.15
72814.16,6.49,6.83,2.39,37882.63,1367130.35,"71649 Susan Mews
South Alishaburgh, VA 83826",572021.07
75167.81,6.5,5.73,4.48,32966.2,1327961.1,"5038 Renee Mount
Craigchester, WA 52680",296419.89
70507.75,6.23,6.85,2.0,41981.02,1332042.91,"USCGC Carrillo
FPO AE 12579-7463",666021.45
46931.58,7.53,7.41,3.16,22190.13,893215.24,"074 Pamela Crescent Apt. 243
South Alexisbury, MP 43498-1835",282663.05
60137.35,6.55,6.67,2.19,15994.13,832691.18,"788 Warren Rue Apt. 896
Lake Michelle, MP 85827",380224.28
66026.61,4.17,6.35,4.09,43645.39,885249.18,"5675 Rachel Unions
Lake Angela, PW 30864",216442.34
76161.63,5.46,6.74,3.15,13801.92,715460.47,"43204 Daniel Forks Apt. 619
Port John, NJ 56009",227130.31
69586.48,6.39,8.62,3.0,35254.0,1509962.02,"199 Charles Crossroad
Waltonton, OK 28554",503320.67
86859.2,5.7,7.89,3.23,46559.98,1942640.27,"PSC 6264, Box 7264
APO AE 69725",601436.62
68182.47,5.98,6.42,4.48,41933.85,1175289.16,"614 Ramirez Mills
Paulton, ME 24476",262341.33
60379.36,8.14,7.55,4.44,43552.36,1675523.37,"355 Rivas Vista Suite 528
New Elizabeth, CA 07155",377370.13
55430.1,5.65,6.93,3.31,36332.25,886321.02,"03909 Melissa Shores
Theresamouth, FM 66053",267770.7
50016.43,5.58,5.66,3.26,29559.23,497368.04,"36648 Justin Dam Suite 426
Robersonborough, FM 14566-2618",152566.88
49563.54,5.22,8.22,3.12,23819.28,542596.99,"14150 Chad Passage
South Jennifermouth, MI 31940",173909.29
74279.93,6.93,7.37,5.4,26947.15,1422004.01,"60183 Angela Loop
West Markview, GU 22828",263334.08
73421.02,6.63,7.77,5.11,35630.89,1491290.05,"1608 Sullivan Manors Apt. 635
Marshallport, NE 55068",291837.58
74253.19,4.94,8.17,5.23,26956.92,1279279.8,"90661 Christine Ramp
Jeanmouth, WA 05188",244604.17
80072.51,6.76,7.83,4.29,32415.9,1838984.44,"097 Rodgers Meadow
Jamiemouth, WA 69697-6589",428667.7
67501.02,5.7,5.41,3.25,27412.8,807916.31,"63105 Christopher Squares
North Kaylastad, ME 96306-6752",248589.63
69569.81,5.18,7.75,3.5,27113.0,1076602.19,"PSC 8343, Box 1708
APO AE 20704-2228",307600.63
81997.68,5.41,4.47,4.46,38628.41,1232872.36,"6725 Tucker Path
Chaveztown, KS 39646",276428.78
68227.88,6.11,5.89,3.06,38294.56,1038153.95,"60062 Butler Isle Apt. 286
Christopherland, HI 76306",339266.0
74180.58,5.82,6.18,4.22,31461.73,1140209.08,"99661 Johnson Valleys
Johnberg, DC 94311",270191.73
65801.23,5.97,6.83,4.42,42607.23,1305101.77,"USS Whitaker
FPO AA 99014-4914",295271.89
70719.52,5.49,7.81,3.21,29301.48,1044017.43,"70037 Turner Parkway Suite 002
West Michele, ND 09161",325239.07
59563.08,6.17,7.65,4.05,24196.14,906543.77,"558 Jeffrey Parkways
Lisaville, FL 54897-6198",223837.97
57311.81,5.68,8.16,6.39,38929.93,1200888.77,"3970 Benjamin Walk
Beanville, GA 24531",187932.51
76448.09,6.85,6.8,3.25,23214.7,1412619.71,"67135 Anderson Ridges Suite 891
North Tamistad, PR 58979-1600",434652.22
68934.62,5.89,6.84,2.5,27479.08,1109260.85,"581 Jonathan Highway Apt. 682
East Lindsay, MT 17494-6010",443704.34
74274.11,5.42,7.68,6.5,32789.06,1347202.58,"21403 Gibson Harbors
New Rickeyside, MS 15391-1266",207261.94
82115.11,6.74,6.98,4.47,46052.48,1796531.9,"591 Fernandez Ports
North Angelaside, MP 72848",401908.7
57671.35,6.26,7.3,4.04,30496.29,960905.0,"511 Parker Plains
Lake Paige, TN 66753-2740",237847.77
68061.81,5.78,8.07,3.02,30689.3,1255736.41,"3460 Melissa Shoal
Lisachester, ND 84821-7611",415806.76
73334.68,5.31,5.95,2.45,32270.83,935061.31,"22941 Stark Hollow Suite 275
East Chelseafort, MN 05973",381657.68
87295.09,6.1,5.55,2.36,23399.85,1116680.15,"4782 Curtis Plaza
Taylorshire, WV 81216-5334",473169.56
77969.99,5.36,8.13,4.08,29941.4,1519415.35,"546 Joseph Wells Suite 161
Laneberg, NC 15051-8273",372405.72
66997.4,6.51,7.58,3.41,55761.37,1788786.46,"753 Robin Vista
Lake Kristy, MP 76281",524570.81
69232.95,5.28,8.05,5.16,23728.24,1144319.08,"571 Dixon Stream
South Barbarashire, WA 67750",221767.26
69686.32,5.37,8.33,5.41,41007.66,1148508.03,"76306 Danny Expressway Suite 720
Ianside, MA 48504",212293.54
60664.9,5.5,7.38,6.2,37712.84,1029273.28,"50565 Austin Pike Apt. 382
Noblefort, GA 64078-9562",166011.82
60837.73,6.86,6.86,2.47,58168.62,1543966.43,"87580 Suzanne Viaduct
Andersonstad, MI 97761",625087.62
70944.65,5.76,7.18,4.42,18268.48,1029951.81,"2119 Marsh Springs
Kellymouth, MP 07861",233020.77
63307.83,6.06,8.02,4.18,31956.52,1286974.7,"122 Kevin Stream
South Donna, MD 76364",307888.68
69240.13,4.74,7.63,3.06,34500.58,1169736.79,"261 Harrington Dam Apt. 946
Johnmouth, PR 12717-7791",382266.92
52840.21,6.86,6.86,4.06,40736.74,1268421.1,"449 Sarah Manor
Robertberg, CO 36997-5858",312418.99
51480.41,6.2,8.73,5.23,29802.71,987973.89,"3528 Gray Harbors Suite 412
Ericberg, GA 34088",188905.14
61956.89,5.31,6.82,4.09,32898.3,1128895.12,"42150 Charles Roads
Sarahview, TX 23286",276013.48
83408.79,6.22,5.61,2.09,59346.89,1770681.13,"329 Carroll Garden Apt. 199
Patriciahaven, UT 57426-1034",847215.85
68953.48,5.17,6.95,2.1,13008.49,568842.54,"829 Nicholas Fork
Karlview, NY 69693",270877.4
66909.67,4.06,7.04,3.05,34625.35,821598.99,"84837 Miller Ways
Eatonberg, WA 00797",269376.72
64707.75,6.37,5.95,2.24,23746.0,931733.36,"USNV Turner
FPO AE 36440-1787",415952.39
52933.91,6.9,5.85,4.35,44766.76,1218635.85,"47810 Harris Prairie
South Alexandra, WA 19642-8250",280146.17
81745.08,7.15,7.38,3.39,21021.02,1626659.96,"3022 Bryant Junctions
North Amandamouth, CA 51797",479840.7
79663.8,6.68,5.23,3.0,32806.85,1298476.89,"125 Jay Radial
East Brandonport, OK 68905",432825.63
66039.62,4.57,5.24,4.5,28616.05,752357.28,"8803 Marvin Trace
Lake Debbie, AK 81237",167190.51
74079.03,7.47,7.0,3.4,32447.4,1696339.54,"USCGC Kaiser
FPO AP 82517",498923.39
87736.4,7.01,5.4,2.37,28113.79,1578146.34,"5034 Stevenson Meadows Suite 188
Littlestad, SC 05483",665884.53
57657.9,5.39,4.9,3.38,35437.89,731715.26,"6615 Cole Brook
Port Jamesfurt, AZ 02926",216483.8
77415.7,6.05,6.87,4.16,11915.28,1009854.7,"037 Rodney Keys Suite 061
Stokesbury, NM 33106-4508",242753.53
82868.47,4.59,7.32,5.49,20957.77,1111655.91,"157 Mendoza Gardens
Williamhaven, DE 70779",202487.42
76395.85,7.26,5.61,3.12,49784.72,1626125.17,"303 Allen Mountain
Wilsonbury, RI 31109-9742",521193.96
54453.08,5.64,7.15,5.38,40552.09,999970.68,"72757 Shawn Ranch Suite 164
Harrisonbury, OR 58149-5700",185868.16
71380.62,5.78,8.03,3.43,36428.04,1295967.39,"074 Thompson Cliffs Suite 501
New Elizabethburgh, WV 32301-5149",377833.06
64193.87,8.06,6.8,3.27,42961.51,1545864.17,"19604 Sarah Spur Apt. 293
Russellchester, PW 47848-0324",472741.34
77513.93,5.56,7.2,3.4,34958.43,1360910.73,"08861 Powell Locks Suite 444
Davidmouth, TX 47690-6836",400267.86
100741.3,5.87,6.64,4.33,26041.49,1644923.08,"5155 Virginia Station
Fischerberg, PA 75078-8129",379889.86
75391.68,6.48,5.9,3.17,43359.02,1435769.77,"847 Winters Loop Suite 036
Staffordville, FM 06029",452924.22
88721.12,5.99,6.72,3.22,30965.58,1528987.32,"882 Salas Course Apt. 021
Port Erica, WA 18765-4834",474840.78
75819.8,6.7,6.38,4.11,28938.8,1373106.57,"916 Brady Trafficway
Smithland, IA 21092-0828",334089.19
54497.32,5.61,7.34,4.04,29180.1,756216.58,"8639 Jerry Freeway
Stephanieborough, WA 24745",187182.32
73255.23,5.41,6.15,3.24,41368.95,1413105.49,"1365 Morgan Bridge Suite 385
Thomastown, MI 80735-1143",436143.67
67176.77,5.98,9.52,4.14,40456.01,1440317.76,"242 Smith Cliffs Apt. 583
Alexandermouth, ND 25093-7275",347902.84
62358.4,6.87,7.33,4.19,35365.95,1212276.36,"112 Mark Glens Suite 136
Lake Jason, WY 98504-0312",289326.1
69059.56,5.89,6.91,4.39,35742.18,1356539.51,"PSC 5910, Box 8189
APO AE 58329",309006.72
60912.66,7.25,6.94,2.14,25279.99,1056225.69,"3421 Fuentes Run
Millerton, TN 40497-9082",493563.41
60049.86,5.66,7.82,4.5,41798.67,1384787.46,"8607 Mary Islands Suite 956
North Russell, MA 04668",307730.55
75024.02,5.91,6.08,3.5,35673.18,1194440.29,"638 Michael Field
Port Christineberg, ND 80365-5765",341268.65
71324.3,4.09,6.02,2.29,27362.19,858159.62,"2720 Michelle Motorway Suite 701
West Robert, ID 94081",374742.19
71430.14,4.57,8.95,5.43,45173.02,1471031.42,"400 Jacqueline Ville
Meltonborough, OH 17880-0244",270908.18
72646.95,6.29,7.05,5.43,51126.89,1626592.99,"87758 Michele Court Apt. 732
Costaview, MO 92235-1436",299556.72
51338.97,6.29,6.8,3.4,28731.75,781524.18,"5565 Hughes Tunnel
Martinview, AZ 36561-6760",229860.05
74435.95,3.53,6.14,3.0,51546.47,1329521.14,"038 Hannah Knoll
New Kyle, CT 40894",443173.71
61687.39,5.51,7.0,3.34,45279.16,1210826.77,"908 Davis Mount
Harrisonburgh, RI 63275",362522.99
69284.91,5.49,6.98,3.13,37680.56,1259163.07,"410 Daniel Orchard Apt. 391
Murraychester, MH 13629-1447",402288.52
66189.97,8.3,7.77,6.45,24912.23,1497377.18,"0641 Haney Wells
Smithtown, MD 10999-1822",232151.5
58846.49,7.97,5.52,3.34,37979.31,1159699.97,"USNV Thomas
FPO AE 18133",347215.56
81823.34,5.3,8.66,3.18,31555.74,1556256.44,"3555 Rodriguez Mountains
Markstad, RI 39801",489388.82
63353.8,4.89,7.31,4.39,37717.6,932616.07,"38001 Nicole Mill
Taylorville, AZ 62203",212441.02
88531.1,6.3,8.0,6.27,34410.19,1842065.95,"8155 Young Road
Hopkinsbury, MA 30967-3412",293790.42
71901.33,6.72,6.08,4.3,36966.47,1414294.9,"7911 Marcus Centers Suite 171
New Aaron, MD 01881-8147",328905.79
72646.51,4.96,7.84,4.26,35628.83,1285019.14,"459 Hall Street Suite 619
Pamelaberg, SD 16934",301647.69
75691.9,4.64,6.47,2.48,24436.95,867044.96,"464 Allen Locks Suite 511
Jamesborough, MT 58821-7233",349614.9
67830.63,6.5,8.12,4.41,10841.33,1077059.16,"PSC 1508, Box 8246
APO AA 48060-7382",244231.1
70933.4,5.34,6.01,3.16,40092.34,1088634.96,"167 Anderson Hill
New Charleshaven, MA 94790",344504.73
45750.49,4.81,6.35,3.1,39692.76,494609.03,"0870 Ramos Squares
Brettburgh, KS 51322",159551.3
57060.1,4.51,7.19,3.02,36853.69,767214.8,"PSC 3365, Box 1233
APO AA 67223",254044.64
75144.87,7.52,9.1,6.32,21261.15,1658571.86,"781 Collins Trail
Richardsonshire, SC 87763-3376",262432.26
71363.21,7.29,5.96,4.43,27965.2,1308508.12,"294 Daniel Mission
East Dana, NM 10193-2681",295374.29
70169.71,6.23,7.65,3.36,35197.38,1217021.52,"9874 Jesus Pike
East Anthony, MT 02062-5778",362208.79
56576.55,5.85,6.23,4.37,38519.04,940229.23,"12080 Haynes Courts
Lake Natalie, RI 97989",215155.43
57072.75,5.64,7.74,5.42,39651.75,1208458.25,"54331 Jennifer Groves Suite 994
New Heatherport, VA 80924",222962.78
78679.42,6.45,8.73,3.23,57409.91,2082236.24,"51839 Pham River Apt. 473
West Carrieside, KY 01300-6139",644655.18
70091.56,5.97,5.28,4.34,37410.39,1081497.28,"7636 Rodriguez Extensions
Smithside, ND 83905",249192.92
48956.96,6.75,6.18,4.43,28742.01,813726.11,"01783 Young Forge Suite 528
Robersonland, SC 61342",183685.35
52707.07,5.93,6.85,3.44,37736.77,1016301.44,"1339 Sally Court Suite 166
Ritaview, ND 26668-5437",295436.47
69288.1,6.52,7.75,5.39,52969.63,1782803.87,"44522 Barnes Crossing
Brandibury, NJ 50981-7991",330761.39
63918.05,5.1,7.66,4.26,48669.65,1095035.11,"637 Jodi Flat
Lake Jose, NV 35151-3084",257050.5
77701.05,7.8,9.29,6.39,49495.06,2187326.44,"1930 Walker Ways Suite 288
Lake Dianamouth, MO 53367",342304.61
84243.5,6.21,5.78,2.19,30239.93,1366668.19,"0069 Kaitlyn Turnpike
Danielborough, IA 80518",624049.4
76901.9,6.05,7.57,5.46,50668.14,1727592.64,"Unit 3973 Box 2809
DPO AE 61808-1106",316408.91
69529.73,4.21,7.48,5.08,23886.56,815190.65,"440 Lynch Shores
Port Brianbury, TX 19196",160470.6
67908.17,6.23,7.81,3.13,32949.55,1383508.06,"52363 Hopkins Lock Suite 586
North Ryan, MO 26455",442015.35
62557.44,5.74,7.01,3.47,33986.48,1122563.82,"44646 Kevin Shore
New Tiffany, VI 94479-9812",323505.42
69672.31,5.28,7.58,6.37,31800.3,1059113.72,"27624 Rivera Square
Staceyshire, WY 71589",166265.89
66785.25,6.03,7.61,4.37,33871.83,1480441.53,"Unit 7003 Box 3447
DPO AA 60987",338773.81
71158.06,5.05,6.36,3.45,30221.33,1016871.41,"7341 Mack Islands Suite 642
Michaelberg, CA 43226-3361",294745.34
69361.56,5.11,5.76,3.37,30184.88,682632.8,"86450 Williams Grove Apt. 735
Cartershire, AR 41875-9790",202561.66
64494.64,6.06,6.22,4.49,17476.83,685775.6,"9623 Cobb Parkway
South Carolineton, WY 40652-4128",152733.99
60798.2,5.01,7.14,3.4,43682.09,939139.03,"46216 Davila Glen
Lake Brian, AR 60635",276217.36
81054.51,7.61,5.54,3.24,45684.34,1730103.13,"59042 Russell Extensions Apt. 675
New John, WA 59707-0307",533982.45
69113.25,5.95,5.46,4.46,48474.51,1296432.78,"845 Hart Islands
West Jennifer, FL 43694",290680.0
79458.6,6.46,6.88,3.36,46292.38,1825071.45,"611 Mark Union Apt. 823
North Richardtown, GU 99197",543176.03
66866.5,6.47,7.33,5.09,32428.48,1126085.14,"8440 Clarke Orchard Suite 570
Williamberg, DC 27131",221234.8
61117.3,4.81,6.86,4.36,32508.46,729989.35,"54268 Teresa Place
Kathleenport, NY 53177",167428.75
73056.53,5.57,6.09,4.21,45565.9,1183272.51,"4033 Jones Motorway
East Jessica, CT 23593",281062.35
76911.52,6.43,5.94,3.35,27891.0,1128842.21,"44835 Wilson Camp
Reginaville, RI 60010",336967.82
65014.71,5.38,6.54,4.21,23416.66,1009831.13,"473 Jose Ridge Apt. 177
Port Shelly, FL 31743-1419",239864.88
76717.1,5.58,7.2,3.11,22276.37,1005392.42,"850 Robin Village
Zacharyton, AR 64853",323277.31
63330.51,5.72,7.97,4.15,20383.57,983534.15,"3045 Turner Squares Suite 595
South Brittanyton, NM 60501",236996.18
57996.67,6.46,8.61,4.13,45786.86,1626893.55,"64293 Flynn Corner
Robertchester, WI 05647-7344",393920.96
74264.42,5.56,7.14,3.31,47367.07,1379671.07,"Unit 6716 Box 5915
DPO AP 61238-5870",416819.05
60243.73,6.68,8.23,3.16,33350.12,1299327.43,"014 Matthew Ville
Port Steven, CO 11869",411179.57
77978.59,5.01,6.69,4.44,39730.68,1162191.79,"6651 Flynn Row Apt. 276
North Amandashire, MD 07547-9261",261754.91
73458.73,6.46,4.96,2.4,31514.42,1056562.6,"35136 Thompson Neck Suite 847
West Scott, WA 80138",440234.42
73907.48,5.48,7.51,6.36,37171.01,1295099.44,"719 Ross Villages Suite 993
Lake Emily, DE 72236",203631.99
51628.01,5.11,8.7,4.22,32713.1,817938.78,"882 Jason River Apt. 723
Rachelland, NM 71178-3730",193824.36
96397.58,4.45,6.2,2.4,22681.93,1053966.43,"2499 Dalton Keys
Nicholasland, LA 68235",439152.68
68144.44,7.2,7.31,5.33,33488.91,1427890.05,"6566 Roberts Crossroad
Ashleybury, AL 24951",267896.82
58547.89,6.87,7.36,6.05,40083.8,1226440.25,"978 Mcneil Fords Apt. 305
South Krystal, LA 46621",202717.4
78054.15,6.93,5.42,2.45,16143.66,975921.86,"4243 Johnson Parks Suite 665
Dianachester, UT 89393",398335.45
77453.48,5.91,7.64,3.02,53100.28,1664147.64,"270 Burgess Dam
Richardport, AZ 82697",551042.26
75728.7,7.1,4.38,2.36,46231.03,1517922.27,"932 John Branch Apt. 921
East Randy, WI 63721-3793",643187.4
61081.35,5.74,7.81,3.15,25627.55,1132662.22,"901 Ross Square
West Michelle, MI 35648-6068",359575.31
72120.35,4.99,7.79,5.04,49375.93,1447671.67,"56510 Lane Wells Suite 051
South Marilyn, IA 97229",287236.44
76452.81,6.23,7.16,3.5,24441.97,1220591.01,"07415 Megan Overpass
Tiffanymouth, ID 91241-4135",348740.29
53056.92,5.18,9.54,6.49,35762.87,1186662.51,"714 Steven Knolls
North Mitchellmouth, CT 83889",182844.76
63081.1,5.67,7.54,5.35,41562.41,1244789.02,"61395 Shawn Well Suite 206
Jamesfurt, PA 22194-5703",232670.84
66915.89,4.52,7.19,4.48,26897.13,966576.02,"7824 Craig Pike Suite 850
Williamside, MT 21607-0743",215753.58
70224.58,6.03,7.57,6.45,43719.48,1707494.92,"78277 Christopher Highway Apt. 842
Port Alexandratown, HI 78539",264727.89
56610.64,4.85,7.56,3.29,25494.74,729641.74,"85052 Trujillo Stream Suite 727
North Brandifort, HI 73318",221775.6
73679.17,7.52,5.91,2.27,19414.34,1235144.1,"998 Cole Avenue Suite 360
New John, DC 33344",544116.34
57115.48,8.43,6.32,3.06,31202.1,1278618.62,"768 Fowler Forest
East Samanthaborough, IA 50197",417849.22
63270.35,4.44,6.62,2.5,48531.79,1084011.7,"7133 Adams Club Suite 776
Hillside, NY 17290",433604.68
68728.23,6.48,8.15,5.01,46415.36,1786085.75,"99680 Debbie Plains
Emilymouth, WY 20045",356504.14
57630.37,5.91,6.54,3.26,38748.5,1096938.43,"13196 Robert Pass Suite 895
Riveraside, NM 17895-8133",336484.18
80949.36,5.51,7.16,4.21,40034.42,1606602.68,"96687 Hudson Passage Suite 901
South Michael, IN 55891-6630",381615.84
60587.03,6.7,7.46,3.19,35683.67,1346969.1,"Unit 1382 Box 1604
DPO AE 73827-5530",422247.37
42258.77,5.74,7.55,6.29,49215.66,852703.26,"643 Caleb Trail Suite 780
Dennisville, VI 23956",135564.91
78757.68,7.01,5.94,4.18,20453.3,1084763.03,"19662 Riley Drives Suite 437
North Cherylfurt, RI 19968",259512.69
47594.45,6.68,8.6,4.17,41311.07,1133814.08,"208 Darrell Circles Suite 375
Smithfort, DC 77522",271897.86
54465.75,5.75,6.38,3.18,7234.96,395523.25,"602 Ferguson Throughway Suite 431
New Nathanfurt, IA 99792",124378.38
52399.75,5.18,8.7,5.04,18116.62,827268.23,"63242 Brian Gateway Apt. 478
Peterburgh, NV 89177-9249",164140.52
68945.0,7.31,9.23,6.38,56617.14,2119176.26,"333 Kimberly Isle
Williamchester, VI 87689",332159.29
73345.67,5.31,7.88,6.44,46245.42,1629573.89,"8048 Fischer Forges Apt. 435
Aprilmouth, AS 78286",253039.42
73789.4,4.36,7.76,6.39,40939.77,1082370.17,"037 Mathew Island Apt. 180
North Joseph, IN 66503",169385.0
66047.05,3.86,7.96,5.05,26534.7,642809.97,"88329 Ricky Neck Suite 704
Rossmouth, WV 30618-3312",127289.1
75908.67,4.0,7.05,5.17,35040.33,1036277.06,"3662 Ramirez Ways Suite 019
Phillipschester, NE 86219",200440.44
84657.62,8.13,7.46,5.17,37068.49,1921028.57,"2462 Johnson Spring Suite 237
Douglasberg, ID 61833",371572.26
68074.43,4.84,7.07,4.41,32060.71,1076032.55,"7885 Adkins Streets
South Laurashire, OK 15160",243998.31
49869.48,6.67,7.96,4.48,36325.68,892039.4,"71427 Kyle Haven
East Markstad, AZ 22840-8290",199115.94
60300.67,5.93,6.64,4.41,34195.58,992566.62,"PSC 7131, Box 7660
APO AE 82605-4983",225071.8
75245.47,8.17,7.42,3.42,37410.67,1562887.22,"879 Martha Route Suite 031
New Nichole, VI 60708",456984.57
76076.11,5.77,7.83,3.3,45327.58,1567859.07,"834 Steele Burg Suite 125
East Sabrinaville, NV 25779",475108.81
81464.86,5.56,7.72,6.28,45712.25,1593331.71,"828 George Brook Suite 065
West Andrewbury, NV 97651-6778",253715.24
57094.78,6.89,7.12,5.19,30879.0,1079408.59,"6837 Kristen Freeway Apt. 429
Benjaminton, FL 22486-2883",207978.53
74692.9,7.62,7.84,3.23,58221.98,2001910.22,"PSC 0536, Box 5489
APO AP 04263",619786.45
75916.3,5.46,7.3,4.14,52072.36,1686562.17,"7315 Hill Circles
Johnport, AR 41258",407382.17
47129.1,6.02,7.04,4.21,34721.16,779962.1,"877 Turner Roads Apt. 106
Snyderborough, FM 50487-7898",185264.16
62317.09,4.33,5.58,4.18,36075.81,685355.42,"051 Stevens Isle Apt. 792
South Cliffordhaven, MA 47702-9976",163960.63
57576.05,4.24,6.51,3.4,28653.59,634218.44,"3212 Suzanne Lodge
Rowefurt, MO 87744",186534.84
77481.71,5.69,6.46,2.24,30735.6,1153680.15,"USNV Morgan
FPO AA 58054-9530",515035.78
75408.36,5.04,7.7,4.02,33003.26,1235226.48,"828 Jennifer Highway
West Laurashire, CT 94685-4621",307270.27
73739.85,4.69,8.24,4.16,38988.13,1423125.54,"66116 Raymond Burgs Apt. 753
West Deannafort, NE 18036",342097.49
69327.7,7.53,6.9,4.34,31948.94,1550181.07,"9443 Castro Club
Jamesside, MO 54659",357184.58
96551.0,8.2,5.27,3.22,25707.08,1740719.11,"52019 Michael Hills
East Christopher, IL 87022-6455",540596.0
84487.83,5.84,5.62,4.29,41764.66,1685967.65,"224 Harper Prairie Suite 601
Port Heathermouth, MA 82940-1454",392999.45
53338.99,4.49,8.17,6.41,45234.82,858088.72,"Unit 3637 Box 1537
DPO AA 43891",133867.2
78747.7,6.49,7.62,5.28,48614.33,1785374.29,"9451 Jason Turnpike
Mooreside, TN 93663-1423",338139.07
73477.98,4.71,6.24,3.44,46610.62,1113782.47,"1618 Juarez Viaduct
West Leslie, PW 39024",323773.97
81159.79,4.6,6.0,4.49,40861.62,1182888.0,"453 Lisa Centers
Port Paulatown, GA 65380",263449.44
73294.46,5.7,5.73,4.0,32253.02,1151128.92,"1070 Jessica Club
South Seanchester, WI 22591-8781",287782.23
60946.59,7.21,6.93,2.17,39660.67,1420070.02,"955 John Ports Apt. 220
South Gloriaborough, KY 52238",654410.15
53793.18,6.46,6.8,2.3,43458.0,1047280.11,"5471 Howell Lake
Sydneyfort, FL 17627",455339.18
65480.31,5.58,6.69,2.24,35056.75,860804.45,"226 Russell Fields
Port Michael, NH 28918",384287.7
66987.51,7.87,5.98,2.34,26672.08,1314635.69,"8107 Figueroa Bypass Suite 282
East Ryanport, NJ 34420-4995",561810.12
66626.54,4.62,6.34,3.39,20257.79,518831.47,"884 Hannah Glens Apt. 725
North Jessica, UT 75441-9830",153047.63
63445.86,6.94,7.85,5.49,46462.31,1510883.78,"7188 Amy Hill Suite 618
New Paulafort, MT 74422-1891",275206.52
50935.96,6.61,7.33,6.14,44128.2,988123.76,"256 Christina Lock Suite 671
Mcclurestad, LA 85909-5086",160932.21
74085.92,6.26,7.57,4.22,49674.43,1490904.56,"0942 John Branch Apt. 513
East Melissa, NM 84331",353294.92
64410.68,6.67,6.14,2.31,47477.01,1306349.99,"3608 Andrew Haven
Pittsburgh, WV 26247-1849",565519.48
66710.02,7.42,7.2,6.15,34238.49,1628490.79,"554 Victoria Estate
Port James, GU 86975",264795.25
43940.87,7.24,6.66,2.23,23999.08,547918.33,"92416 Christina Mountain
West Nathan, MP 76491",245703.29
69313.97,4.65,6.73,3.29,30418.68,946821.34,"1780 Castaneda Run
New Jessica, UT 14933",287787.64
66398.4,5.46,8.81,5.48,25841.53,1074369.78,"699 Isabella Locks Apt. 530
Courtneymouth, PR 54161-1522",196052.88
